,TONDUR,EngSpDist_K1,EngSpDist_K2,EngSpDist_K3,EngSpDist_K4,EngSpDist_K5,EngSpDist_K6,EngSpDist_K7,AmbTempDist_K5,AmbTempDist_K6,AmbTempDist_K7,AmbTempDist_K8,AmbTempDist_K9,AmbTempDist_K10,MILEAGE,SlopeAmbTempDist,LABEL
1067,14.062961945412864,13.135808189499027,13.221272346518527,11.398183301173008,8.280128184760983,7.0572953462517125,5.219815138393079,3.7400477406883357,0.0,4.31748811353631,5.1647859739235145,5.673323267171493,4.653960350157523,0.0,9.308283446306147,2.8798791925183367,0
298,13.708451712070842,12.813523039193628,12.27237289516239,11.497156790335369,9.620448020132343,8.222231352311555,7.39982612626448,6.764808269662204,0.0,3.258096538021482,6.016157159698354,5.968707559985366,2.833213344056216,0.0,8.671286726753637,3.0485547012513616,0
2315,13.529056264816255,12.590043396173277,12.215416852133087,11.609931478762196,8.808309360602301,7.167963374433163,5.516247350809359,4.516338972281476,0.0,2.9444389791664403,5.676753802268282,5.697093486505405,3.044522437723423,1.6094379124341003,8.796187635470453,2.8013381355257674,0
4227,14.830574267232802,14.078888769751861,13.909598900720539,12.316329205976029,9.621018535137104,7.4124622217399505,6.193180151008571,5.0530560099802075,0.0,3.044522437723423,5.579729825986222,6.311734809152915,6.590301048196686,5.886104031450156,9.98612688605693,4.290625471366273,1
5373,12.444656381332262,11.401418319651487,11.278858722227426,9.403989198995813,6.67544483984311,4.6520537718869415,4.023564380161053,3.109060958860994,2.5649493574615367,3.332204510175204,4.189654742026425,5.19295685089021,4.3694478524670215,0.0,7.204892510204673,2.398446085260658,0
264,14.36182154251788,13.226700509583871,13.415996407729548,12.522961516529895,10.432379002113745,8.530444997091985,7.682252005238405,7.001427754844772,1.791759469228055,5.69035945432406,6.480044561926653,5.117993812416755,1.3862943611198906,0.0,9.914823062199874,2.983230204936981,0
2659,13.650651362767928,12.774315399666106,12.375455017627349,11.08300679069782,8.837681215593197,7.31528492113918,6.6939430550968115,6.203547151062767,0.0,1.0986122886681098,5.176149732573829,5.973809611869261,3.9889840465642745,0.6931471805599453,8.670772279344538,2.9120212295930177,0
4385,13.78561119373808,12.886195628244744,12.684617197037657,11.097544860402172,7.663971151009065,4.671893818030999,3.3250360206965914,2.128231705849268,0.0,4.110873864173311,5.214935757608986,5.3471075307174685,3.784189633918261,0.0,8.849083518532339,2.5532258937654775,0
1209,14.464426971986509,13.365923171635709,13.582297604958246,11.041745143693888,7.242440205029254,6.427943708745316,3.6788291182604347,2.9806186357439426,0.0,3.1354942159291497,5.680172609017068,6.066108090103747,6.57507584059962,5.594711379601839,9.430679995957659,4.166148294351085,0
1812,14.024997521130963,13.146012714264463,12.967341451485726,12.019721982779053,10.644662702106656,8.103736233378521,4.918520005188451,3.2188758248682006,2.772588722239781,4.919980925828125,4.897839799950911,5.4680601411351315,3.912023005428146,0.0,9.574288799881414,2.593896933496405,0
212,14.87008004587981,13.328517665001131,14.035068729479097,13.354619681178063,10.959214956499494,9.268080838612754,8.561497116972761,8.085887061548247,2.0794415416798357,5.111987788356544,6.852242569051878,5.6131281063880705,1.3862943611198906,0.0,10.614179912311823,3.315617486500407,0
637,14.288103831185705,13.580555777899935,13.08784770616134,10.82060794015076,8.19803421166834,6.484177115447046,5.668845904775305,5.0132984115157395,0.0,2.3978952727983707,4.143134726391533,6.690842277418564,6.311734809152915,1.3862943611198906,8.840290669088972,3.912992232545455,0
5601,14.191008914630933,13.283150558290675,13.226962823522191,11.714260939417857,10.151608553919443,8.71033928429334,7.476925279722371,6.376216613618605,0.0,3.713572066704308,5.937536205082426,6.467698726104354,5.0689042022202315,2.302585092994046,9.508591395777199,3.549443216267056,0
5356,13.927408577499733,13.204997555086218,12.524451464751973,11.807115564200284,9.340543732841335,7.246724395801937,6.3281153392157865,5.434594984840585,2.0794415416798357,3.091042453358316,5.4680601411351315,6.586171654854675,4.663439094112067,0.0,9.052164937010307,3.4585129099827707,0
2189,14.791938150365723,13.952960699751689,13.67921133843842,12.636375071205594,9.312364327502877,7.465827018344993,5.96512057176838,5.0238805208462765,1.3862943611198906,4.04305126783455,5.998936561946683,6.897704943128636,4.736198448394496,0.0,10.100861911956375,3.7703197860541104,0
5524,12.526723960192195,11.063254518594825,11.524915298781025,9.880009077582267,7.0001521282481045,4.310799125385514,3.242592351485517,2.6602595372658615,0.0,2.3978952727983707,4.9344739331306915,5.049856007249537,0.6931471805599453,0.0,7.5745584842024805,2.117350205661734,0
3467,12.820717327518684,11.339902145274397,11.909917443958639,11.166504907493827,8.479657457887134,7.500916364666155,6.035481432524756,4.900076103529192,0.0,2.9444389791664403,4.875197323201151,4.653960350157523,1.791759469228055,0.0,8.568646473005153,1.9222559581574234,0
4985,12.741815442036872,11.813258179546883,11.747914579752123,9.96524094881161,7.665659706757361,5.900445148720813,5.076423034634259,4.268297869345539,0.0,3.332204510175204,4.634728988229636,4.584967478670572,4.07753744390572,3.4011973816621555,7.8434564043761155,2.302585092994046,0
4068,13.852108796974687,12.482588987579895,12.601400545324665,12.015694521580098,10.88074919920156,9.919459322045826,8.861378463101751,8.061739200963,1.3862943611198906,4.804021044733257,6.077642243349034,5.484796933490655,2.5649493574615367,0.0,9.505469645063013,2.856818456267534,0
4494,15.34094632113791,14.593208194095821,14.338060621090184,12.974589787314835,11.335019345768563,9.577521927658738,8.576009119708717,7.8674885686991285,0.0,2.4849066497880004,5.777652323222656,6.406879986069314,6.863803391452954,5.3706380281276624,10.539826258020412,4.3500824138247065,1
491,14.105571623366961,13.509908884209542,12.743115864850177,11.213096584507847,8.13868155286833,6.186002841411857,5.120983351265121,4.252771798816619,0.0,5.181783550292085,6.073044534100405,4.897839799950911,1.6094379124341003,0.0,8.783242963740905,2.649393338945921,0
2406,12.894217585721051,11.997979639410715,11.740984913438037,9.902617173866483,7.61258396431592,6.584515111129642,4.280824129164719,3.502549875922443,1.3862943611198906,3.258096538021482,4.844187086458591,5.723585101952381,3.8066624897703196,0.0,7.793174347189205,2.6764448616868792,0
2431,12.371031421181174,11.126076987023948,11.20497401631194,10.330068151248367,6.969320634640292,6.338240658867467,3.190476350346503,3.068052935133617,0.0,2.5649493574615367,4.574710978503383,4.770684624465665,1.3862943611198906,0.0,7.6093665379542115,1.8704025965471682,0
3660,13.570276293681204,12.82968511140408,12.397014027985641,11.018727498974094,8.476766951907969,6.957592513829309,5.238036435663107,4.014579593753238,3.9318256327243257,4.663439094112067,5.176149732573829,5.4680601411351315,4.30406509320417,0.0,8.60337088765729,2.6933979243153394,0
2160,14.78169549195267,14.091941043045736,13.58785320977931,12.074389828949919,9.28167450058051,7.781931514748945,6.485550846869675,5.607271574275357,3.6635616461296463,5.424950017481403,5.337538079701318,7.078341579557671,5.384495062789089,0.0,9.678341998551245,3.9321820754299353,0
533,14.32320145359993,13.082823893449033,13.345870222719281,12.746171496784537,10.011103522742987,8.077105582155589,7.207785794614781,6.5172280432381795,1.3862943611198906,5.908082938168931,6.293419278846481,5.0106352940962555,0.0,0.0,9.97687740976418,2.8644494332908486,0
558,13.133502506307497,11.827463174840242,12.086948398351588,11.021304250387951,8.66321376848386,6.374684046268826,4.858260813670253,4.154184562578117,0.0,4.859812404361672,5.700443573390687,3.784189633918261,0.0,0.0,8.337827262447915,2.1397095936939547,0
4283,13.769045169408724,13.384301089372775,12.090787487578114,9.512280316174664,6.501740019568492,4.504244267398131,3.899950424193877,3.1822118404966093,0.0,5.123963979403259,5.697093486505405,5.303304908059076,3.2188758248682006,0.0,7.823645930834952,2.6735214935577445,0
3653,12.925174812283252,11.411527089657422,12.1128520310628,10.928657801114685,8.589234744281208,6.435829804173703,2.72785282839839,1.252762968495368,0.0,3.1354942159291497,4.804021044733257,4.74493212836325,1.791759469228055,0.0,8.272059622210412,1.9459101490553132,0
3201,15.000770401891357,14.291924348158782,13.952545917021974,12.46740252905626,10.196720440666086,8.393465018400226,7.155942600735778,6.1565551669735745,3.1780538303479458,5.497168225293202,5.7899601708972535,6.322565239927284,5.209486152841421,0.6931471805599453,10.109077944602749,3.4930120193182965,0
3104,13.41661472484157,12.35608448645357,12.69431794176014,10.123393869657354,5.783209608287523,6.22436038986487,2.517696472610991,2.1400661634962708,0.0,4.23410650459726,5.030437921392435,5.631211781821365,3.4339872044851463,0.0,8.5814816812986,2.629924846051986,0
2188,15.806942447270647,15.612121075143106,13.71470100428507,11.64210289283157,8.688959234270676,7.260311753657121,5.8045323777563445,4.922896379788249,4.912654885736052,6.453624998892692,6.586171654854675,6.261491684321042,3.58351893845611,0.0,9.453208116138121,3.538408863132336,1
744,13.05887262716307,11.554478072527766,12.003231596553794,11.340111368699626,9.086091477636188,7.956932195378826,7.0287332055350396,6.4229222354904,0.0,4.3694478524670215,5.384495062789089,4.330733340286331,1.0986122886681098,0.0,8.61558951327243,2.051010890715056,0
3087,15.777982949880231,15.192392258660343,14.379347822913964,12.584221026067878,10.511311022105794,8.717567479317644,7.47539592430236,6.548505594670936,5.365976015021851,6.984716320118266,7.32052696227274,7.087573705557973,4.219507705176107,1.0986122886681098,10.375021260613996,4.27927214798032,1
1392,13.458687460194161,12.674034191141685,12.544188530620863,9.878497895832522,6.872749669783322,6.3272222427913265,3.5322256440685598,2.379546134130174,0.0,0.0,2.9444389791664403,5.267858159063328,5.170483995038151,0.6931471805599453,8.294799358992574,2.6847505572741577,0
4474,14.45049993722765,13.852866745507962,13.122883642043208,11.286542923787154,9.337492711636513,8.183592827019453,7.590094260825479,6.967532483017997,4.060443010546419,4.927253685157205,5.7899601708972535,6.720220155135295,5.262690188904886,1.0986122886681098,9.10286651367095,3.7036187794535693,0
5059,14.036284744549453,12.64219627459213,13.183511532741406,12.616115260848046,10.045789744005708,7.162009825321399,5.437644431769136,4.692264892839025,3.58351893845611,5.8664680569332965,6.154858094016418,4.718498871295094,2.9444389791664403,0.0,9.789030230558303,2.7457157039886853,0
2685,12.864704982941387,11.909431897039687,11.542058934052001,10.32124677733777,9.114600099695346,6.788295838944809,5.821565510312585,5.235377566774162,3.828641396489095,5.081404364984463,5.247024072160486,5.2832037287379885,3.044522437723423,0.0,7.90100705199242,2.476793015013831,0
5730,12.348491489995602,11.509945027876848,10.954611579192296,9.776386867091697,7.355257642881359,5.180096735160606,3.835141961092188,2.975529566236472,1.0986122886681098,3.2188758248682006,4.04305126783455,5.318119993844216,3.4011973816621555,0.0,7.1098794630722715,2.2547944291576973,0
434,14.389189114311293,13.828123479588378,12.96132711292124,9.82474191996353,6.3965962663149085,6.441424895102697,4.4796069630127455,4.028916756899646,0.0,0.0,3.6888794541139363,6.675823221634848,6.709304340258298,0.6931471805599453,8.799812469525556,4.102793616708628,0
4476,14.039684138616082,13.202413161975901,12.694125220663489,11.826369577970402,10.940098543036955,9.639645696968373,8.894423420509618,8.453656834610864,0.0,4.499809670330265,6.159095388491933,5.886104031450156,3.258096538021482,0.0,9.223651386035854,3.0937934867302057,0
837,13.877103087677282,12.961922757312852,12.94849296884471,11.306535780554569,8.507425643857186,7.194286689676522,5.408068230507156,4.2612704335380815,1.3862943611198906,3.6888794541139363,5.568344503761097,5.87493073085203,4.30406509320417,0.0,9.053335623166017,2.9865997899907186,0
3589,14.2085663884862,13.331426178616073,13.243842330292146,11.636238957198046,6.738034004163921,6.3240004751933885,2.8678989020441064,1.667706820558076,3.091042453358316,5.049856007249537,5.337538079701318,5.752572638825633,3.6888794541139363,0.0,9.38915578944085,2.818126851022836,0
4228,13.699114372686184,12.784368021425514,12.713933980129022,11.323147780211375,9.067820128985097,6.394426524998027,5.271973391208435,4.508659285607248,0.6931471805599453,5.308267697401205,5.700443573390687,4.875197323201151,3.4011973816621555,0.0,8.976262255609193,2.5494451709255714,0
387,15.099233898054921,14.069569427928679,14.202134684247001,12.152272527473547,8.378666485821906,6.653894755005867,4.526126978647638,3.8022081394209395,0.0,1.0986122886681098,4.04305126783455,6.75343791859778,7.404887575616125,1.6094379124341003,10.271596874100524,4.583853686092093,0
2855,13.60864750716096,12.631701100181232,12.545416469480847,11.378597183485532,8.592764378263311,6.908854674425438,4.289088639014612,3.1354942159291497,0.0,3.4965075614664802,5.940171252720432,5.786897381366708,3.1354942159291497,0.0,8.841014310483892,2.9373966965410276,0
397,15.254602447793777,14.936715499752907,13.67772934764357,11.476153590961331,9.237128348732567,7.732982799899291,6.391749595174604,5.484381909620826,0.0,2.8903717578961645,5.869296913133774,6.2766434893416445,5.723585101952381,1.0986122886681098,9.39715183404299,3.6017027742063337,1
5755,12.445197414198438,11.543378042432959,10.945790478582976,10.038665089521265,7.829988320311921,5.123963979403259,3.616308761279101,2.8622008809294686,0.0,0.0,3.8918202981106265,5.308267697401205,2.1972245773362196,0.0,7.130098510125578,2.11662054492159,0
4640,15.201458334030503,14.243440041888542,14.304316988866681,13.237804294663677,9.73542978253112,6.925300458197886,5.453610250954072,3.899950424193877,0.0,4.406719247264253,6.532334292222349,6.919683849847411,6.09807428216624,0.0,10.697904392600355,4.150037255954303,0
3083,15.785180131712304,14.985886019510724,14.66726643802746,13.453583560391397,10.328399015332597,6.641834698311869,3.6109179126442243,3.9945242269398897,0.0,4.442651256490317,6.7226297948554485,7.4821189235521155,6.86171134048073,0.0,10.935211895662606,4.708273610877366,0
4905,13.877789622200492,12.795481604911823,12.67002299056281,12.148348718876816,10.293520867321208,7.127533172820045,6.269096283706261,5.508173023535311,0.0,1.3862943611198906,4.48863636973214,6.400257445308821,5.0689042022202315,2.70805020110221,9.429556219952412,3.342754721070356,0
2034,14.386975805787106,13.42310998594045,13.457469395459546,12.1985433715522,9.239588446335167,7.084896775734549,5.247550249494384,4.380775852772229,0.0,2.302585092994046,4.0943445622221,7.085064293952548,5.541263545158426,0.0,9.70771594801777,3.8929328515352304,0
1199,14.668624955170124,13.986495008609875,13.67843150841147,11.809401259066487,9.532104979725121,7.52956756193746,5.607271574275357,4.366912996863833,0.0,2.833213344056216,5.272999558563747,6.71295620067707,6.666956792429207,4.7535901911063645,9.605485747677493,4.2356862837567775,0
1222,15.088073856834416,14.311809660873424,14.031794072942734,12.400910133597577,10.666676054766995,9.772666768604577,9.177145467118542,8.573951525234847,0.0,2.3978952727983707,5.921578419643816,6.767343125265392,6.263398262591624,4.653960350157523,10.193279896797268,4.1276230241948095,1
959,13.820389635881908,12.967916487044395,12.666514771444522,11.599432464783073,9.801355154229727,7.801063934464368,6.67544483984311,5.828062875166538,4.219507705176107,4.875197323201151,5.786897381366708,4.997212273764115,1.6094379124341003,0.0,8.96405612822033,2.4762837203758807,0
2003,13.567286606379769,12.165843183761044,12.58479226032952,11.775665043613927,8.734205988000122,6.8513965453127526,4.917788743729904,4.069026754237811,2.4849066497880004,4.584967478670572,5.030437921392435,5.755742213586912,3.1354942159291497,0.0,9.111955470054781,2.6921671549292068,0
1772,15.331085119432245,14.882334095902813,14.032339332980891,12.029609295884025,8.36664933251637,5.090678001769792,3.885679030088544,3.1945831322991562,0.0,0.0,3.1780538303479458,6.129050210060545,7.1693500166706,4.882801922586371,10.108915098044557,4.350395231532739,1
1988,14.962907296499775,14.102875230049888,13.885069735736215,12.81940007272709,10.302629377427374,8.782491608582925,7.9102237070973445,7.149838340115741,4.672828834461906,5.717027701406222,6.171700597410915,6.405228458030842,4.499809670330265,0.0,10.322921309871688,3.490428515390098,0
904,14.420605074128439,13.565616506185187,13.382192276701927,11.979396612342022,10.065793459346182,8.610136937058975,6.393757964050511,5.368775830196598,0.0,3.1780538303479458,5.932245187448011,6.584791392385716,5.529429087511423,3.1780538303479458,9.48524111006323,3.7326063163268217,0
2835,15.169614419964173,14.263549852607284,13.965450528039984,13.105917685291052,11.42685873257246,9.234359587153694,7.685932708726658,6.7763929607853095,2.4849066497880004,4.812184355372417,6.813444599510896,7.403061091090091,6.483107351457199,3.8066624897703196,10.463017622512156,4.584967478670572,0
1068,13.924093356487953,13.443970241261747,11.913339169528218,11.111306949230638,6.96347376773848,6.38130827431319,3.8308129500026027,3.370738174177447,0.0,3.258096538021482,4.51085950651685,5.948034989180646,4.709530201312334,1.3862943611198906,8.432288684325794,2.954594572638059,0
3395,14.134419312816533,13.125100029354126,13.134253409977605,11.77539049359161,8.511114755095766,6.951580758522167,5.457455587886334,4.890349128221754,0.0,4.9344739331306915,5.811140992976701,6.432940092739179,3.6375861597263857,0.0,9.402777262511231,3.3421119786807947,0
4964,14.209398576097186,13.293791819063646,13.128801806167743,12.094925419110613,10.842961465699261,8.985971069736154,7.768744695071203,6.664153885765531,0.0,5.384495062789089,6.210600077024653,6.366470447731438,4.844187086458591,0.0,9.582800078470363,3.5352336972966483,0
